,country,article_name,revision_id,article_quality_est.,population
9040,Iran,Gholam-Ali Haddad-Adel,804730568,C,84150000
9041,Iran,Mohsen Rezaee,804734130,GA,84150000
9042,Iran,Javad Fakoori,804738662,Start,84150000
9043,Iran,Taghi Riahi,804738844,Stub,84150000
9044,Iran,Ahmad Madani,804738953,Start,84150000
9045,Iran,Assassination attempt on Ali Khamenei,804821113,Start,84150000
9046,Iran,Mohammad Saeedikia,804845654,C,84150000
9047,Iran,Mehdi Hashemi,804873595,C,84150000
9048,Iran,Sepanta Niknam,805019351,Stub,84150000
9049,Iran,Mayor of Isfahan,805031881,Stub,84150000
9050,Iran,Ali Haghshenas,805069639,C,84150000
9051,Iran,Saeed Hajjarian,805199926,C,84150000
9052,Iran,Davoud Danesh-Jafari,805331603,Start,84150000
9053,Iran,Mina Ahadi,805436562,Start,84150000
9054,Iran,Gholam Hosein Shiri Aliabad,805454756,Stub,84150000
9055,Iran,Gholamreza Hassani,805455759,C,84150000
9056,Iran,Ghorbanali Saadat,805511880,Stub,84150000
9057,Iran,Hassan Taqizadeh,805523928,C,84150000
9058,Iran,Mohammad Hasan Khan Qajar,805594554,Start,84150000
9059,Iran,Mohammad Mosaddegh,805597827,B,84150000
9060,Iran,Hassan Rouhani plagiarism allegations,805752246,C,84150000
9061,Iran,Mohammad Ali Qazi Tabatabaei,805778453,Stub,84150000
9062,Iran,Ali Khamenei,805802370,B,84150000
9063,Iran,Masoud Barzani,805805174,C,84150000
9064,Iran,Majid Movaghar,805935981,Stub,84150000
9066,Iran,Abbas Maleki,805948477,Stub,84150000
9068,Iran,Barzani family,805994428,Stub,84150000
9069,Iran,Mojtaba Khamenei,806026264,C,84150000
9070,Iran,Mohammad-Mehdi Abdekhodaei,806062546,Stub,84150000
9071,Iran,Asadollah Badamchian,806064602,Stub,84150000
9072,Iran,Masoud Nosrati,806100888,Stub,84150000
9073,Iran,Morteza-Qoli Bayat,806349416,Start,84150000
9074,Iran,Nahid Khodakarami,806397533,Stub,84150000
9075,Iran,Hassan Rouhani,806397563,GA,84150000
9076,Iran,Mohammad-Hossein Moghimi,806429221,Stub,84150000
9077,Iran,Morteza Saghaeiannejad,806429338,Stub,84150000
9078,Iran,Zahra Sadr-Azam Nouri,806438465,Stub,84150000
9079,Iran,Fathollah Khan Akbar,806500816,Stub,84150000
9080,Iran,Agha Mohammad Khan Qajar,806527070,FA,84150000
9081,Iran,Mohammad-Reza Khatami,806532097,Start,84150000
9082,Iran,Mohammad Reza Ameli Tehrani,806570875,Start,84150000
9083,Iran,To the Youth in Europe and North America,806583963,GA,84150000
9084,Iran,Seyed Zia Hashemi,806644374,Stub,84150000
9085,Iran,Sattar Mahmoudi,806644440,Stub,84150000
9086,Iran,Hossein Sheikholeslam,806818985,Stub,84150000
9087,Iran,Majid Sharif Vaghefi,806820910,Start,84150000
9088,Iran,Anvar Khamei,806821085,Stub,84150000
9089,Iran,Foreign policy of the Mahmoud Ahmadinejad administration,806845558,B,84150000
9090,Iran,International Conference to Review the Global Vision of the Holocaust,806851568,B,84150000
9091,Iran,Asadollah Lajevardi,806934027,C,84150000
9092,Iran,Fereydoun Djam,807047231,Start,84150000
9093,Iran,Shapour Bakhtiar,807062439,GA,84150000
9094,Iran,Gholamreza Mesbahi-Moghadam,807165035,Stub,84150000
9095,Iran,Sadegh Zibakalam,807165341,C,84150000
9096,Iran,Bojnord,807173546,Start,84150000
9097,Iran,Tadj ol-Molouk,807204407,C,84150000
9098,Iran,Ebrahim Nabavi,807260958,Start,84150000
9099,Iran,Akbar Hashemi Rafsanjani,807261698,B,84150000
9100,Iran,Abdul Rahman Ghassemlou,807280294,C,84150000
9103,Iran,Habibollah Asgaroladi,807390609,Start,84150000
9104,Iran,Hadi Gharaseyyed Romiani,807411358,Stub,84150000
9105,Iran,Hadi Saei,807412503,C,84150000
9106,Iran,Mohammad Reyshahri,807430032,C,84150000
9107,Iran,Mohammad Hashemi,807461646,Stub,84150000
9108,Iran,Mahmoud Ahmadinejad,807481450,B,84150000
9109,Malta,List of Malta Labour Party leaders,561744402,Stub,522000
9110,Malta,"List of members of the parliament of Malta, 2008–13",573710096,B,522000
9111,Malta,Karl Chircop,715326916,Start,522000
9112,Malta,Fortunato Mizzi,716099141,Stub,522000
9113,Malta,Michael Dundon,716715928,Start,522000
9114,Malta,Gino Cauchi,717114091,Start,522000
9115,Malta,Daniel Piscopo,717614823,Stub,522000
9117,Malta,Emmanuele Vitale,723489814,Start,522000
9118,Malta,Justin John Camilleri,724307663,Stub,522000
9119,Malta,William Savona,726543420,Stub,522000
9120,Malta,Ċensu Galea,727086770,Start,522000
9121,Malta,Michael Gonzi,727594628,Start,522000
9122,Malta,Michael Refalo,734260518,Start,522000
9123,Malta,Frank Portelli,739024593,Stub,522000
9124,Malta,Quinton Scerri,740654203,Start,522000
9125,Malta,Robert Cutajar,756724468,Stub,522000
9126,Malta,Frederick Azzopardi,758493118,Stub,522000
9127,Malta,Wenzu Mintoff,760138609,Start,522000
9128,Malta,Michael Falzon (politician),760906887,Start,522000
9129,Malta,Joe Grima (politician),765608580,Stub,522000
9130,Malta,Tonio Borg,765924736,C,522000
9131,Malta,Joe Borg,765924879,Start,522000
9132,Malta,Ġużè Ellul Mercer,766678099,C,522000
9133,Malta,Ugo Mifsud Bonnici,768206776,C,522000
9134,Malta,Giovanni Felice,772920660,Start,522000
9135,Malta,Anastasio Cuschieri,773395265,C,522000
9136,Malta,Manwel Dimech,776471956,B,522000
9137,Malta,Emmy Bezzina,777822062,Stub,522000
9138,Malta,Dolores Cristina,778512401,Start,522000
9139,Malta,Augusto Bartolo,778835116,Start,522000
9140,Malta,Josie Muscat,778999627,Start,522000
9141,Malta,Roberta Metsola,779422509,C,522000
9142,Malta,Franco Debono,779777294,GA,522000
9143,Malta,Mario de Marco,779929317,Start,522000
9144,Malta,George Abela,780280022,C,522000
9145,Malta,"List of members of the parliament of Malta, 2013–17",781599728,Start,522000
9146,Malta,Philip Mifsud,782891088,Stub,522000
9147,Malta,Myriam Spiteri Debono,783946610,Stub,522000
9148,Malta,Silvio Schembri,784104870,Start,522000
9149,Malta,Luigi Preziosi,784776831,Start,522000
9150,Malta,Alfred Sant,784923421,C,522000
9151,Malta,Jason Azzopardi,785105862,Start,522000
9152,Malta,Karmenu Vella,785247482,C,522000
9153,Malta,Angelo Farrugia,786261651,Start,522000
9154,Malta,Francesco Masini,786287930,Start,522000
9155,Malta,Giovanna Debono,787150757,Start,522000
9156,Malta,Tonio Fenech,787151148,Start,522000
9157,Malta,Austin Gatt,787151385,Start,522000
9158,Malta,Robert Arrigo,787447241,Start,522000
9159,Malta,Ninu Zammit,787623984,Start,522000
9160,Malta,Harry Vassallo,788084286,Start,522000
9161,Malta,Arnold Cassola,789764819,Start,522000
9162,Malta,List of mayors of places in Malta,789774936,Start,522000
9163,Malta,Marlene Mizzi,790608060,Start,522000
9164,Malta,George Pullicino,790996868,Start,522000
9165,Malta,Paul Borg Olivier,792161039,Start,522000
9166,Malta,Pierre Jean Louis Ovide Doublet,792499011,C,522000
9167,Malta,Carmelo Mifsud Bonnici,793193581,Start,522000
9168,Malta,Joseph Cuschieri,794264967,C,522000
9169,Malta,Sharon Ellul-Bonici,794740976,Stub,522000
9170,Malta,Clyde Puli,794751639,Start,522000
9171,Malta,Carmelo Abela,794791945,Start,522000
9172,Malta,Miriam Dalli,796146601,Start,522000
9173,Malta,Joe Debono Grech,796439084,Start,522000
9174,Malta,List of heads of state of Malta,796811184,C,522000
9175,Malta,Herbert Ganado,798872250,Start,522000
9176,Malta,Norman Lowell,799301361,C,522000
9177,Malta,Jeffrey Pullicino Orlando,799714837,Start,522000
9178,Malta,Owen Bonnici,799715012,Start,522000
9179,Malta,President of Malta,799891982,C,522000
9180,Malta,First Ladies and Gentlemen of Malta,800349000,Stub,522000
9181,Malta,Anthony Borg Barthet,800408269,Start,522000
9182,Malta,Women in Maltese general elections,800553323,Start,522000
9183,Malta,Eddie Fenech Adami,800660568,C,522000
9184,Malta,Evarist Bartolo,800732220,Start,522000
9185,Malta,Mabel Strickland,800781538,Start,522000
9186,Malta,"Gerald Strickland, 1st Baron Strickland",801458847,C,522000
9187,Malta,Dom Mintoff,801472553,C,522000
9188,Malta,Joe Cassar,801538694,Start,522000
9190,Malta,Francis Zammit Dimech,801700047,Stub,522000
9191,Malta,George Vella,801715645,Start,522000
9192,Malta,John Dalli,802663263,C,522000
9193,Malta,Albert Hyzler,803410540,Stub,522000
9194,Malta,Agatha Barbara,803410866,C,522000
9195,Malta,Paul Xuereb,803411172,Start,522000
9196,Malta,George Borg Olivier,803737342,C,522000
9197,Malta,Karmenu Mifsud Bonnici,804486279,Start,522000
9198,Malta,Ċensu Tabone,804515532,C,522000
9199,Malta,Joseph Cefai,804699352,Start,522000
9200,Malta,Anthony Mamo,804707771,Start,522000
9201,Malta,Marlene Farrugia,805684686,C,522000
9202,Malta,Joseph Muscat,805879451,B,522000
9203,Malta,Marie-Louise Coleiro Preca,805960810,C,522000
9204,Malta,Adrian Delia,806013513,Start,522000
9205,Malta,Peter Paul Busuttil,806427741,Stub,522000
9206,Malta,Simon Busuttil,806491860,C,522000
9207,Malta,Charles Mangion,806887350,Start,522000
9208,Malta,Guido de Marco,806964950,C,522000
9209,Malta,Anton Buttigieg,807058740,Start,522000
9210,Malta,Chris Fearne,807066543,Start,522000
9211,Malta,Paul Boffa,807206410,Start,522000
9212,Spain,Marquis of Amboage,564873005,Stub,47635000
9213,Spain,Diego de Villalba y Toledo,645225697,Start,47635000
9214,Spain,Rafael Simancas,650458255,Stub,47635000
9215,Spain,"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",698093715,Start,47635000
9216,Spain,Manuel Martin (conquistador),699093655,Stub,47635000
9217,Spain,Nemesi Marqués Oste,702974510,Stub,47635000
9219,Spain,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",704888246,Stub,47635000
9220,Spain,Montserrat Gibert,705244503,Stub,47635000
9221,Spain,Bernardino de Mendoza,705924460,Start,47635000
9222,Spain,Domingo Terán de los Ríos,706188219,Start,47635000
9223,Spain,José Ignacio Pérez Sáenz,706597050,Stub,47635000
9224,Spain,Hernando de Lerma,707148497,Start,47635000
9225,Spain,Manuel Balcells i Díaz,707682063,Stub,47635000
9226,Spain,Fernando León y Castillo,708101383,Stub,47635000
9227,Spain,Jaime Milans del Bosch,708690221,Start,47635000
9228,Spain,Nicolás Estévanez,709737974,Start,47635000
9229,Spain,Euskal Heritarrok,709846247,Stub,47635000
9230,Spain,Diego Delgadillo,709897069,Start,47635000
9231,Spain,Pilar Manjón,710178397,Start,47635000
9232,Spain,Rodrigo de Sosa,710228589,Stub,47635000
9233,Spain,Spanish viceroyalty,710795636,Stub,47635000
9234,Spain,Alonso Gonzalez Calderón,710969632,Stub,47635000
9235,Spain,Luis Arana,711325636,Stub,47635000
9236,Spain,Álvaro Gil-Robles,711840484,Stub,47635000
9237,Spain,Pedro Sanz Alonso,712500210,Stub,47635000
9238,Spain,José María Álvarez del Manzano,712966386,Stub,47635000
9239,Spain,Fernando Miyares y Gonzáles,713351925,Stub,47635000
9240,Spain,Jaume Bosch (politician),713485074,Stub,47635000
9241,Spain,"Nicolás de Carvajal, Marquis of Sarria",713823417,Start,47635000
9242,Spain,Isaías Carrasco,713831880,Stub,47635000
9243,Spain,Gerardo Abad Conde,714881486,Start,47635000
9244,Spain,Manuel Aguirre de Tejada,714881614,Stub,47635000
9245,Spain,Elías Ahúja y Andría,714881651,Start,47635000
9246,Spain,Luis Almarcha Hernández,714881875,Start,47635000
9247,Spain,Saturnino Álvarez Bugallal,714882032,Stub,47635000
9248,Spain,José María Álvarez Mendizábal,714882041,Stub,47635000
9249,Spain,Horacio Álvarez Mesa,714882087,Stub,47635000
9250,Spain,Antonio Flores de Lemus,714882269,Start,47635000
9251,Spain,Antonio Aparisi Guijarro,714882378,Start,47635000
9252,Spain,Gabriel Arias-Salgado,714882530,Stub,47635000
9253,Spain,Luis Armiñán Pérez,714882692,Stub,47635000
9254,Spain,Lope de Ulloa y Lemos,715115501,Stub,47635000
9255,Spain,Miguel Sebastián Gascón,715906259,Start,47635000
9256,Spain,"Bernardino Fernández de Velasco, 1st Duke of Frías",716580750,Stub,47635000
9257,Spain,Duke of Franco,716842506,Stub,47635000
9258,Spain,Juan Pérez-Caballero y Ferrer,717836271,Stub,47635000
9259,Spain,Pío Gullón e Iglesias,717845860,Stub,47635000
9260,Spain,"Ventura García-Sancho, Marquis of Aguilar de Campoo",717845897,Stub,47635000
9261,Spain,Cristóbal Martín de Herrera,717847623,Stub,47635000
9262,Spain,Antonio de Castro y Casaléiz,717848253,Stub,47635000
9263,Spain,José Félix de Lequerica y Erquiza,717851974,Stub,47635000
9264,Spain,José Gutiérrez de Agüera,717873866,Stub,47635000
9265,Spain,Gaspar Rosés,717913694,Stub,47635000
9266,Spain,Roger Albinyana i Saigí,717977304,Stub,47635000
9267,Spain,Joaquín de Frías y Moya,718026752,Stub,47635000
9268,Spain,Domingo Ram y Lanaja,718405459,Start,47635000
9269,Spain,Carlos Bustelo,718412196,Stub,47635000
9270,Spain,Felipe Sánchez Román,718414096,Stub,47635000
9271,Spain,Miguel Villanueva y Gómez,718414509,Stub,47635000
9272,Spain,Nicomedes Pastor Díaz y Corbelle,718420185,Stub,47635000
9273,Spain,Blas Villate,718848481,Stub,47635000
9274,Spain,Bonifacio de Blas y Muñoz,718902530,Stub,47635000
9275,Spain,Augusto Ulloa y Castañón,718902655,Stub,47635000
9276,Spain,Claudio Antón de Luzuriaga,718902690,Stub,47635000
9277,Spain,José Muro y López-Salgado,718992952,Stub,47635000
9278,Spain,Eleuterio Maisonnave y Cutayar,718992989,Stub,47635000
9279,Spain,Santiago Soler y Pla,718993091,Stub,47635000
9280,Spain,Pedro Folc de Cardona,719131687,Start,47635000
9281,Spain,Josep Mestres i Miquel,719870413,Stub,47635000
9282,Spain,Marquisate of Samaranch,719900981,Stub,47635000
9283,Spain,Ramon de la Sota,720450107,Start,47635000
9284,Spain,Antonio María Martínez,720595760,Start,47635000
9285,Spain,Fernando Cos-Gayón,720797473,Stub,47635000
9286,Spain,Graciano Atienza Fernández,720853085,Stub,47635000
9287,Spain,Javier Pradera,720857191,Start,47635000
9288,Spain,Eleazar Huerta Valcárcel,720891775,Stub,47635000
9290,Spain,Josep Maria Socías,721430046,Stub,47635000
9291,Spain,Guillermo Morphy,722241363,Start,47635000
9292,Spain,Enric Masó i Vázquez,722634986,Stub,47635000
9293,Spain,Pedro Santorromán,722994572,Stub,47635000
9294,Spain,Luis Martínez Noval,723007323,Stub,47635000
9295,Spain,Josep Maria Corredor i Pomés,723018230,Start,47635000
9296,Spain,Baldomero Fernández Ladreda,723679487,Stub,47635000
9297,Spain,Heriberto Araújo,723790737,Stub,47635000
9298,Spain,Juan Pablo Cardenal,723790749,Stub,47635000
9299,Spain,Miguel Romero (activist),724057930,Stub,47635000
9300,Spain,Albert Manent,724353673,Stub,47635000
9301,Spain,"Francisco de Borja Queipo de Llano, 8th Count of Toreno",724695388,Start,47635000
9302,Spain,Alonso de Escobar y Cáceres,725226274,Stub,47635000
9303,Spain,Leonardo Gribeo,725228850,Stub,47635000
9304,Spain,Tomás Gómez Franco,725251757,Start,47635000
9305,Spain,José Ángel Cuerda,725329868,Start,47635000
9306,Spain,Pedro Gómez de Don Benito,725341055,Start,47635000
9307,Spain,Jaime Blanco García,725504701,Stub,47635000
9308,Spain,José Manuel Aguirre Miramón,727346043,Stub,47635000
9309,Spain,Fernando Talaverano Gallegos,727418855,Stub,47635000
9310,Spain,Pedro de Herrera,727573664,Stub,47635000
9311,Spain,"Mariano Roca de Togores, 1st Marquis of Molins",729070660,Stub,47635000
9312,Spain,José Ignacio Ceniceros,729436228,Stub,47635000
9313,Spain,Carmen Calleja,729793880,Stub,47635000
9314,Spain,Manuel Argüelles Argüelles,729812171,Stub,47635000
9315,Spain,Joaquín Abarca,729999103,Stub,47635000
9316,Spain,Diego Thomas de Santuchos,730600018,Stub,47635000
9317,Spain,Juan Jesús Vivas,730692172,Stub,47635000
9318,Spain,Enrique Palacios Hernández,730694376,Stub,47635000
9319,Spain,Pedro Sánchez Rendón,730969174,Stub,47635000
9320,Spain,Melchor de Navarrete,731071632,C,47635000
9321,Spain,Jordi Miralles,731788969,Stub,47635000
9322,Spain,Juan de la Jaraquemada,732190131,Stub,47635000
9323,Spain,Alonso de Escobar,732437615,Stub,47635000
9324,Spain,Diego Pérez Moreno,732437774,Stub,47635000
9325,Spain,Ángela Bachiller,734972535,Start,47635000
9326,Spain,Mateo Cañellas,735550015,Stub,47635000
9327,Spain,Rosa Posada,735981338,Stub,47635000
9328,Spain,Ramón Álvarez Valdés,736555491,Stub,47635000
9329,Spain,List of viceroys of Aragon,737653031,Start,47635000
9330,Spain,Eduardo Asquerino,737914746,Stub,47635000
9331,Spain,"Manuel de Mariátegui, 1st Count of San Bernardo",738176334,Stub,47635000
9332,Spain,"Pedro Fernández de Velasco, 2nd Count of Haro",738605889,Stub,47635000
9333,Spain,Miguel Laparra,738687775,Stub,47635000
9334,Spain,Eusebio Sánchez Pareja,738704695,Stub,47635000
9335,Spain,Heribert Barrera,738765577,Stub,47635000
9336,Spain,Francesc de Paula Burguera,738846456,Stub,47635000
9337,Spain,Narciso García-Loygorri,740177650,Stub,47635000
9338,Spain,Gaspar de Borja y Velasco,740285239,C,47635000
9339,Spain,Bartolome de Osuna,740573030,Stub,47635000
9340,Spain,Kiko Argüello,740592107,C,47635000
9341,Spain,Diego de Egües y Beaumont,740685612,Start,47635000
9342,Spain,Ramón Rubial,740862464,Stub,47635000
9343,Spain,Víctor Lecumberri,740862597,Stub,47635000
9344,Spain,Santiago Brouard,740863220,C,47635000
9345,Spain,Andoni Ortuzar,740863444,Stub,47635000
9346,Spain,José Luis de Arrese,740863625,B,47635000
9347,Spain,Ibon Areso,740863636,Stub,47635000
9348,Spain,Iñaki Antigüedad,740863643,Stub,47635000
9349,Spain,Alberto Alcocer y Ribacoba,740863658,Stub,47635000
9350,Spain,Ruy de Sosa,741037525,Stub,47635000
9351,Spain,Mustafa Aberchán,741080300,Stub,47635000
9352,Spain,Urania Mella Serrano,741498280,Stub,47635000
9353,Spain,Antoni Siurana,742055701,Stub,47635000
9354,Spain,Anton Roberto,742185111,Stub,47635000
9355,Spain,Matías Alonso Ruiz,742486579,Stub,47635000
9356,Spain,Enric Garriga i Trullols,742618230,Start,47635000
9357,Spain,Simón González de Acosta,743223673,Stub,47635000
9358,Spain,Vicente Uribe,743313689,GA,47635000
9359,Spain,Francisco de Santillán y Argote,743769815,Start,47635000
9360,Spain,Ramiriáñez Bravo de Saravia,743771342,Start,47635000
9361,Spain,Juan Luis de Camarena,743811136,Stub,47635000
9362,Spain,Vicente Álvarez Areces,743857973,Stub,47635000
9363,Spain,García Rodrígues,743907565,Stub,47635000
9364,Spain,Bartolomé González de Villaverde,744272445,Start,47635000
9365,Spain,Pedro Menéndez Márquez,744586855,GA,47635000
9366,Spain,Jesús Larrañaga,744926509,C,47635000
9367,Spain,Joan Comorera,744926893,GA,47635000
9368,Spain,Pedro de Olivera y Fullana,745106627,Start,47635000
9369,Spain,Jesús Aparicio-Bernal Sánchez,745632728,Start,47635000
9370,Spain,Miguel Castaño,745804975,Stub,47635000
9371,Spain,Maximo de Meana y Guridi,745949135,Stub,47635000
9372,Spain,Juan Luis Beigbeder y Atienza,745949895,Start,47635000
9373,Spain,Manuel Bermúdez de Castro y Díez,745950582,Stub,47635000
9374,Spain,Tomás Menéndez Márquez,746269180,C,47635000
9375,Spain,Hernando de Manrique de Rojas,746578994,Stub,47635000
9376,Spain,Juan Menéndez Márquez,746592247,C,47635000
9377,Spain,Joaquín Fernández Prida,746730575,Stub,47635000
9378,Spain,Onésimo Redondo,747084117,C,47635000
9379,Spain,Gabriel Maura,747441671,Stub,47635000
9380,Spain,Fernando Claudín,747482388,C,47635000
9381,Spain,Guillermo Fernández Vara,747601671,Stub,47635000
9382,Spain,Alberto Ullastres,747810254,Stub,47635000
9383,Spain,Diego Gutiérrez de Humanes,748041161,Stub,47635000
9384,Spain,Francisco de Freytas,748058512,Stub,47635000
9385,Spain,Juan Treviño de Guillamas,748591378,Stub,47635000
9386,Spain,Manuel de Aróstegui Sáenz de Olamendi,749356888,Stub,47635000
9387,Spain,Manuel Orallo,749379214,Stub,47635000
9388,Spain,Carme Figueras,749706707,Stub,47635000
9389,Spain,Manuel Jiménez de Parga,749998773,Stub,47635000
9390,Spain,Luis Méndez de Haro,750684449,Start,47635000
9391,Spain,Pedro de la Roca de Borja,751303963,Stub,47635000
9392,Spain,Jon Manteca,752440144,Start,47635000
9393,Spain,Daniel Sirera,753294800,Stub,47635000
9394,Spain,Francisco de la Guerra y de la Vega,753445587,C,47635000
9395,Spain,Juan Joseph de Erquicia,754136057,Start,47635000
9396,Spain,Joan Ribó,754698923,Start,47635000
9397,Spain,Pedro del Barrio Junco y Espriella,754804989,Start,47635000
9398,Spain,Antonio de Benavides,755845530,GA,47635000
9399,Spain,Pilar Zabala Artano,756306982,Start,47635000
9400,Spain,Enma Iranzo Martín,756486858,Start,47635000
9401,Spain,José Luis Albareda y Sezde,756600813,Start,47635000
9402,Spain,Demetrio Alonso Castrillo,756600819,Stub,47635000
9403,Spain,Juan Alvarado y del Saz,756600827,Stub,47635000
9404,Spain,Diego Arias de Miranda,756600835,Start,47635000
9405,Spain,Pascual Amat y Esteve,756601201,Stub,47635000
9406,Spain,Alonso Luján de Medina,757017956,Stub,47635000
9407,Spain,Teófila Martínez,757269661,Stub,47635000
9408,Spain,Pedro L. Marín,757280331,Start,47635000
9409,Spain,Juan Navarro-Reverter,757443215,Stub,47635000
9410,Spain,"Emilio Alcalá-Galiano, 4th Count of Casa Valencia",757443912,Stub,47635000
9411,Spain,"Fernando Calderón de la Barca, 1st Marquis of Reinosa",757443935,Stub,47635000
9412,Spain,Servando Ruiz-Gómez y González-Llanos,757443957,Stub,47635000
9413,Spain,Francisco Bergamín y García,757444106,Stub,47635000
9414,Spain,Laureano López Rodó,757444324,Stub,47635000
9415,Spain,Pedro Cortina y Mauri,757444349,Start,47635000
9416,Spain,Antonio de los Ríos Rosas,757444464,Stub,47635000
9417,Spain,José Álvarez de Toledo y Acuña,757565440,Stub,47635000
9418,Spain,Manuel Bertrán de Lis y Ribes,757565442,Stub,47635000
9419,Spain,"Leopoldo Augusto de Cueto, 1st Marquis of Valmar",757565444,Stub,47635000
9420,Spain,Isidro de Alaix Fábregas,757565445,Start,47635000
9421,Spain,Alejandro Llorente y Lannas,757565447,Stub,47635000
9422,Spain,Ángel Calderón de la Barca y Belgrano,757565451,Stub,47635000
9423,Spain,Luis Mayans y Enríquez de Navarra,757565465,Stub,47635000
9424,Spain,Luis López de la Torre Ayllón y Kirsmacker,757565466,Stub,47635000
9425,Spain,"Serafín María de Sotto, 3rd Count of Clonard",757565469,Stub,47635000
9426,Spain,Ramón Bengaray Zabalza,757945463,Stub,47635000
9427,Spain,José Ramón García Antón,757965319,Start,47635000
9428,Spain,Gregorio López-Bravo y Castro,758494589,Stub,47635000
9429,Spain,List of Governors in the Viceroyalty of the Río de la Plata,758622769,Start,47635000
9430,Spain,Governor of Montevideo,758622822,Start,47635000
9431,Spain,Max Cahner,759147565,Start,47635000
9432,Spain,Jaume Collboni,759148584,Start,47635000
9433,Spain,Juan Astigarrabía,759285770,GA,47635000
9434,Spain,Gerardo Pisarello,759384690,Stub,47635000
9435,Spain,Mateo Gil (conquistador),759739810,Stub,47635000
9436,Spain,Rafael Ribó,760190108,Stub,47635000
9437,Spain,Javier Fernández (politician),761023103,Stub,47635000
9438,Spain,Antonio Sedeño,761087542,Start,47635000
9439,Spain,Idoia Mendia,761714342,Stub,47635000
9440,Spain,Jordi Arquer,762026056,Start,47635000
9441,Spain,Fidel Villarroel,763049548,C,47635000
9442,Spain,Francisco del Moral y Sánchez,763068557,Start,47635000
9443,Spain,Clara Campoamor,763135195,C,47635000
9444,Spain,Alberto Aguilera,763330071,Start,47635000
9445,Spain,Pablo de Olavide,764543907,Start,47635000
9446,Spain,Lucía Figar,764882422,Stub,47635000
9447,Spain,Francisco Tadeo Calomarde y Arría,765437787,Start,47635000
9448,Spain,José Bono Martínez,766030635,Start,47635000
9449,Spain,Juan Espadas,766267888,Stub,47635000
9450,Spain,Alejandro de Castro y Casal,766479090,Stub,47635000
9451,Spain,Xosé Quiroga Suárez,767128764,Stub,47635000
9452,Spain,"Iñigo López de Mendoza, Lord of Llodio",767246494,Stub,47635000
9453,Spain,Rodrigo Alfonso de León,767247737,Stub,47635000
9454,Spain,Rodrigo Núñez de Guzmán,767249102,Stub,47635000
9455,Spain,Fernán Gutiérrez de Castro,767249440,Stub,47635000
9456,Spain,"Pedro José Pidal, 1st Marquis of Pidal",767285221,Stub,47635000
9457,Spain,Antonio Goicoechea,767285805,Start,47635000
9458,Spain,François Cabarrus,767328358,C,47635000
9459,Spain,Alejandra Silva,767375019,Start,47635000
9460,Spain,Juan José de Vértiz y Salcedo,767687129,Start,47635000
9461,Spain,Faustino Rodríguez-San Pedro y Díaz-Argüelles,767772147,Stub,47635000
9462,Spain,Alejandro Groizard y Gómez de la Serna,767773505,Stub,47635000
9463,Spain,Agustín Argüelles,768087622,Start,47635000
9464,Spain,Francisco de Paredes,768402128,Stub,47635000
9465,Spain,Pedro Bernáldez de Sahagún,768469806,Stub,47635000
9466,Spain,"Domingo Dulce, 1st Marquis of Castell-Florite",768515186,Start,47635000
9467,Spain,Mateo González Manrique,768846410,GA,47635000
9468,Spain,"Pedro Henriquez de Acevedo, Count of Fuentes",770222827,Start,47635000
9469,Spain,Diego Rodriguez de Valdés,770393559,Stub,47635000
9470,Spain,Juan José Pujana,770474241,Stub,47635000
9471,Spain,Jesús Eguiguren,770497988,Stub,47635000
9472,Spain,Diego Clemencín,770893383,Stub,47635000
9473,Spain,Antonio Ros de Olano,770933618,Stub,47635000
9474,Spain,Juan Joseph de Iramain,770988943,Start,47635000
9475,Spain,Manuel Acero,771163630,Stub,47635000
9476,Spain,Eugenio Vegas Latapie,771247839,C,47635000
9477,Spain,Germán Gamazo,771281720,Stub,47635000
9478,Spain,Manuel Prado y Colón de Carvajal,771858558,Start,47635000
9479,Spain,Antonio de Ulloa,772278194,C,47635000
9480,Spain,Gil Álvarez Carrillo de Albornoz,772480056,C,47635000
9481,Spain,Francisco de Córcoles y Martínez,773162928,C,47635000
9482,Spain,Francisco Aparicio y Ruiz,773929695,Stub,47635000
9483,Spain,"Zenón de Somodevilla, 1st Marqués de la Ensenada",774997587,C,47635000
9484,Spain,Eduardo O'Gorman,775974956,Start,47635000
9485,Spain,Joaquín Chapaprieta,776027108,Stub,47635000
9486,Spain,Ricardo Samper,776027115,Start,47635000
9487,Spain,Manuel Allendesalazar y Muñoz de Salazar,776027472,Stub,47635000
9488,Spain,Francisco Silvela,776027694,Stub,47635000
9489,Spain,José Posada Herrera,776027717,Stub,47635000
9490,Spain,Emiliano García-Page,776399074,Stub,47635000
9491,Spain,"Diego Dávila Mesía y Guzmán, 3rd Marquis of Leganés",776679120,Start,47635000
9492,Spain,Juan Donoso Cortés,776751637,C,47635000
9493,Spain,List of viceroys of Sardinia,777295476,Start,47635000
9494,Spain,Vicente Sancho y Cobertores,777386420,Stub,47635000
9495,Spain,Joaquín Francisco Pacheco y Gutiérrez-Calderón,777386738,Stub,47635000
9496,Spain,Eusebio Bardají y Azara,777386911,Stub,47635000
9497,Spain,José María Calatrava y Peinado,777386925,Stub,47635000
9498,Spain,Joaquín María de Ferrer y Cafranga,777386935,Stub,47635000
